Ref_Date,GEO,INS,RAN,STA,Vector,Coordinate,Value
2016/2017,Canada,University of Ottawa - Including medical dental,All ranks combined (including deans),Total teaching staff,v113289074,1.43.11.1,1272.0
2016/2017,Canada,University of Ottawa - Including medical dental,All ranks combined (including deans),Teaching staff excluded,v113289075,1.43.11.2,45.0
2016/2017,Canada,University of Ottawa - Including medical dental,All ranks combined (including deans),Average (dollars),v113289076,1.43.11.3,146300.0
2016/2017,Canada,University of Ottawa - Including medical dental,All ranks combined (including deans),Median (dollars),v113289077,1.43.11.4,147575.0
2016/2017,Canada,University of Ottawa - Including medical dental,All ranks combined (including deans),10th Percentile (dollars),v113289078,1.43.11.5,104775.0
2016/2017,Canada,University of Ottawa - Including medical dental,All ranks combined (including deans),90th Percentile (dollars),v113289079,1.43.11.6,182200.0
2016/2017,Canada,University of Ottawa - Including medical dental,Male,Total teaching staff,v113289080,1.43.12.1,762.0
2016/2017,Canada,University of Ottawa - Including medical dental,Male,Teaching staff excluded,v113289081,1.43.12.2,30.0
2016/2017,Canada,University of Ottawa - Including medical dental,Male,Average (dollars),v113289082,1.43.12.3,150625.0
2016/2017,Canada,University of Ottawa - Including medical dental,Male,Median (dollars),v113289083,1.43.12.4,150950.0
2016/2017,Canada,University of Ottawa - Including medical dental,Male,10th Percentile (dollars),v113289084,1.43.12.5,106525.0
2016/2017,Canada,University of Ottawa - Including medical dental,Male,90th Percentile (dollars),v113289085,1.43.12.6,182200.0
2016/2017,Canada,University of Ottawa - Including medical dental,Female,Total teaching staff,v113289086,1.43.13.1,510.0
2016/2017,Canada,University of Ottawa - Including medical dental,Female,Teaching staff excluded,v113289087,1.43.13.2,15.0
2016/2017,Canada,University of Ottawa - Including medical dental,Female,Average (dollars),v113289088,1.43.13.3,139825.0
2016/2017,Canada,University of Ottawa - Including medical dental,Female,Median (dollars),v113289089,1.43.13.4,140550.0
2016/2017,Canada,University of Ottawa - Including medical dental,Female,10th Percentile (dollars),v113289090,1.43.13.5,100275.0
2016/2017,Canada,University of Ottawa - Including medical dental,Female,90th Percentile (dollars),v113289091,1.43.13.6,179575.0
2016/2017,Canada,University of Ottawa - Including medical dental,Visiting Staff,Teaching staff excluded,v113289093,1.43.14.2,15.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Full professor,Total teaching staff,v113289098,1.44.2.1,423.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Full professor,Teaching staff excluded,v113289099,1.44.2.2,27.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Full professor,Average (dollars),v113289100,1.44.2.3,173950.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Full professor,Median (dollars),v113289101,1.44.2.4,176525.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Full professor,10th Percentile (dollars),v113289102,1.44.2.5,154075.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Full professor,90th Percentile (dollars),v113289103,1.44.2.6,190650.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,Total teaching staff,v113289104,1.44.3.1,24.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,Teaching staff excluded,v113289105,1.44.3.2,6.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,Average (dollars),v113289106,1.44.3.3,182850.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,Median (dollars),v113289107,1.44.3.4,185650.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,10th Percentile (dollars),v113289108,1.44.3.5,169400.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,90th Percentile (dollars),v113289109,1.44.3.6,195300.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,Total teaching staff,v113289110,1.44.4.1,399.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,Teaching staff excluded,v113289111,1.44.4.2,21.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,Average (dollars),v113289112,1.44.4.3,173350.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,Median (dollars),v113289113,1.44.4.4,176150.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,10th Percentile (dollars),v113289114,1.44.4.5,153150.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,90th Percentile (dollars),v113289115,1.44.4.6,187200.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Associate professor,Total teaching staff,v113289116,1.44.5.1,456.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Associate professor,Teaching staff excluded,v113289117,1.44.5.2,9.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Associate professor,Average (dollars),v113289118,1.44.5.3,139775.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Associate professor,Median (dollars),v113289119,1.44.5.4,139900.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Associate professor,10th Percentile (dollars),v113289120,1.44.5.5,124375.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Associate professor,90th Percentile (dollars),v113289121,1.44.5.6,150950.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,Total teaching staff,v113289122,1.44.6.1,12.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,Teaching staff excluded,v113289123,1.44.6.2,x
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,Average (dollars),v113289124,1.44.6.3,154600.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,Median (dollars),v113289125,1.44.6.4,148700.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,10th Percentile (dollars),v113289126,1.44.6.5,139025.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,With senior administrative duties,90th Percentile (dollars),v113289127,1.44.6.6,179700.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,Total teaching staff,v113289128,1.44.7.1,441.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,Teaching staff excluded,v113289129,1.44.7.2,9.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,Average (dollars),v113289130,1.44.7.3,139350.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,Median (dollars),v113289131,1.44.7.4,139550.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,10th Percentile (dollars),v113289132,1.44.7.5,124225.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Without senior administrative duties,90th Percentile (dollars),v113289133,1.44.7.6,150950.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Assistant professor,Total teaching staff,v113289134,1.44.8.1,243.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Assistant professor,Average (dollars),v113289136,1.44.8.3,112650.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Assistant professor,Median (dollars),v113289137,1.44.8.4,110925.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Assistant professor,10th Percentile (dollars),v113289138,1.44.8.5,88400.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Assistant professor,90th Percentile (dollars),v113289139,1.44.8.6,135500.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Rank below assistant professor,Total teaching staff,v113289140,1.44.9.1,6.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Rank below assistant professor,Average (dollars),v113289142,1.44.9.3,76475.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Rank below assistant professor,Median (dollars),v113289143,1.44.9.4,x
2016/2017,Canada,University of Ottawa - Excluding medical dental,Rank below assistant professor,10th Percentile (dollars),v113289144,1.44.9.5,x
2016/2017,Canada,University of Ottawa - Excluding medical dental,Rank below assistant professor,90th Percentile (dollars),v113289145,1.44.9.6,x
2016/2017,Canada,University of Ottawa - Excluding medical dental,Other teaching staff,Total teaching staff,v113289146,1.44.10.1,9.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Other teaching staff,Teaching staff excluded,v113289147,1.44.10.2,15.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Other teaching staff,Average (dollars),v113289148,1.44.10.3,90900.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Other teaching staff,Median (dollars),v113289149,1.44.10.4,99150.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Other teaching staff,10th Percentile (dollars),v113289150,1.44.10.5,35500.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Other teaching staff,90th Percentile (dollars),v113289151,1.44.10.6,107875.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,All ranks combined (including deans),Total teaching staff,v113289152,1.44.11.1,1146.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,All ranks combined (including deans),Teaching staff excluded,v113289153,1.44.11.2,45.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,All ranks combined (including deans),Average (dollars),v113289154,1.44.11.3,146550.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,All ranks combined (including deans),Median (dollars),v113289155,1.44.11.4,147650.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,All ranks combined (including deans),10th Percentile (dollars),v113289156,1.44.11.5,108250.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,All ranks combined (including deans),90th Percentile (dollars),v113289157,1.44.11.6,182200.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Male,Total teaching staff,v113289158,1.44.12.1,672.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Male,Teaching staff excluded,v113289159,1.44.12.2,30.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Male,Average (dollars),v113289160,1.44.12.3,150775.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Male,Median (dollars),v113289161,1.44.12.4,150950.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Male,10th Percentile (dollars),v113289162,1.44.12.5,109550.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Male,90th Percentile (dollars),v113289163,1.44.12.6,182200.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Female,Total teaching staff,v113289164,1.44.13.1,474.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Female,Teaching staff excluded,v113289165,1.44.13.2,15.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Female,Average (dollars),v113289166,1.44.13.3,140625.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Female,Median (dollars),v113289167,1.44.13.4,141075.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Female,10th Percentile (dollars),v113289168,1.44.13.5,105050.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Female,90th Percentile (dollars),v113289169,1.44.13.6,180750.0
2016/2017,Canada,University of Ottawa - Excluding medical dental,Visiting Staff,Teaching staff excluded,v113289171,1.44.14.2,15.0
2016/2017,Canada,Queen's University - Including medical dental,Full professor,Total teaching staff,v113289176,1.45.2.1,375.0
2016/2017,Canada,Queen's University - Including medical dental,Full professor,Teaching staff excluded,v113289177,1.45.2.2,9.0
2016/2017,Canada,Queen's University - Including medical dental,Full professor,Average (dollars),v113289178,1.45.2.3,169425.0
2016/2017,Canada,Queen's University - Including medical dental,Full professor,Median (dollars),v113289179,1.45.2.4,164850.0
2016/2017,Canada,Queen's University - Including medical dental,Full professor,10th Percentile (dollars),v113289180,1.45.2.5,148200.0
2016/2017,Canada,Queen's University - Including medical dental,Full professor,90th Percentile (dollars),v113289181,1.45.2.6,194850.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,Total teaching staff,v113289182,1.45.3.1,54.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,Teaching staff excluded,v113289183,1.45.3.2,9.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,Average (dollars),v113289184,1.45.3.3,182675.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,Median (dollars),v113289185,1.45.3.4,172500.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,10th Percentile (dollars),v113289186,1.45.3.5,157425.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,90th Percentile (dollars),v113289187,1.45.3.6,235550.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,Total teaching staff,v113289188,1.45.4.1,321.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,Teaching staff excluded,v113289189,1.45.4.2,x
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,Average (dollars),v113289190,1.45.4.3,167150.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,Median (dollars),v113289191,1.45.4.4,163525.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v113289192,1.45.4.5,147750.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v113289193,1.45.4.6,190950.0
2016/2017,Canada,Queen's University - Including medical dental,Associate professor,Total teaching staff,v113289194,1.45.5.1,273.0
2016/2017,Canada,Queen's University - Including medical dental,Associate professor,Teaching staff excluded,v113289195,1.45.5.2,9.0
2016/2017,Canada,Queen's University - Including medical dental,Associate professor,Average (dollars),v113289196,1.45.5.3,146525.0
2016/2017,Canada,Queen's University - Including medical dental,Associate professor,Median (dollars),v113289197,1.45.5.4,142825.0
2016/2017,Canada,Queen's University - Including medical dental,Associate professor,10th Percentile (dollars),v113289198,1.45.5.5,126000.0
2016/2017,Canada,Queen's University - Including medical dental,Associate professor,90th Percentile (dollars),v113289199,1.45.5.6,168850.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,Total teaching staff,v113289200,1.45.6.1,18.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,Teaching staff excluded,v113289201,1.45.6.2,x
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,Average (dollars),v113289202,1.45.6.3,169900.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,Median (dollars),v113289203,1.45.6.4,160150.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,10th Percentile (dollars),v113289204,1.45.6.5,134300.0
2016/2017,Canada,Queen's University - Including medical dental,With senior administrative duties,90th Percentile (dollars),v113289205,1.45.6.6,228550.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,Total teaching staff,v113289206,1.45.7.1,255.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,Teaching staff excluded,v113289207,1.45.7.2,9.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,Average (dollars),v113289208,1.45.7.3,144850.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,Median (dollars),v113289209,1.45.7.4,142425.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v113289210,1.45.7.5,125650.0
2016/2017,Canada,Queen's University - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v113289211,1.45.7.6,165475.0
2016/2017,Canada,Queen's University - Including medical dental,Assistant professor,Total teaching staff,v113289212,1.45.8.1,96.0
2016/2017,Canada,Queen's University - Including medical dental,Assistant professor,Average (dollars),v113289214,1.45.8.3,131900.0
2016/2017,Canada,Queen's University - Including medical dental,Assistant professor,Median (dollars),v113289215,1.45.8.4,124275.0
2016/2017,Canada,Queen's University - Including medical dental,Assistant professor,10th Percentile (dollars),v113289216,1.45.8.5,107400.0
2016/2017,Canada,Queen's University - Including medical dental,Assistant professor,90th Percentile (dollars),v113289217,1.45.8.6,174700.0
2016/2017,Canada,Queen's University - Including medical dental,Rank below assistant professor,Total teaching staff,v113289218,1.45.9.1,6.0
2016/2017,Canada,Queen's University - Including medical dental,Rank below assistant professor,Average (dollars),v113289220,1.45.9.3,x
2016/2017,Canada,Queen's University - Including medical dental,Rank below assistant professor,Median (dollars),v113289221,1.45.9.4,x
2016/2017,Canada,Queen's University - Including medical dental,Rank below assistant professor,10th Percentile (dollars),v113289222,1.45.9.5,x
2016/2017,Canada,Queen's University - Including medical dental,Rank below assistant professor,90th Percentile (dollars),v113289223,1.45.9.6,x
2016/2017,Canada,Queen's University - Including medical dental,All ranks combined (including deans),Total teaching staff,v113289230,1.45.11.1,759.0
2016/2017,Canada,Queen's University - Including medical dental,All ranks combined (including deans),Teaching staff excluded,v113289231,1.45.11.2,9.0
2016/2017,Canada,Queen's University - Including medical dental,All ranks combined (including deans),Average (dollars),v113289232,1.45.11.3,157025.0
2016/2017,Canada,Queen's University - Including medical dental,All ranks combined (including deans),Median (dollars),v113289233,1.45.11.4,155000.0
2016/2017,Canada,Queen's University - Including medical dental,All ranks combined (including deans),10th Percentile (dollars),v113289234,1.45.11.5,124550.0
2016/2017,Canada,Queen's University - Including medical dental,All ranks combined (including deans),90th Percentile (dollars),v113289235,1.45.11.6,189300.0
2016/2017,Canada,Queen's University - Including medical dental,Male,Total teaching staff,v113289236,1.45.12.1,486.0
2016/2017,Canada,Queen's University - Including medical dental,Male,Teaching staff excluded,v113289237,1.45.12.2,9.0
2016/2017,Canada,Queen's University - Including medical dental,Male,Average (dollars),v113289238,1.45.12.3,161525.0
2016/2017,Canada,Queen's University - Including medical dental,Male,Median (dollars),v113289239,1.45.12.4,159375.0
2016/2017,Canada,Queen's University - Including medical dental,Male,10th Percentile (dollars),v113289240,1.45.12.5,129475.0
2016/2017,Canada,Queen's University - Including medical dental,Male,90th Percentile (dollars),v113289241,1.45.12.6,193950.0
2016/2017,Canada,Queen's University - Including medical dental,Female,Total teaching staff,v113289242,1.45.13.1,273.0
2016/2017,Canada,Queen's University - Including medical dental,Female,Teaching staff excluded,v113289243,1.45.13.2,x
2016/2017,Canada,Queen's University - Including medical dental,Female,Average (dollars),v113289244,1.45.13.3,149025.0
2016/2017,Canada,Queen's University - Including medical dental,Female,Median (dollars),v113289245,1.45.13.4,147925.0
2016/2017,Canada,Queen's University - Including medical dental,Female,10th Percentile (dollars),v113289246,1.45.13.5,116875.0
2016/2017,Canada,Queen's University - Including medical dental,Female,90th Percentile (dollars),v113289247,1.45.13.6,175950.0
2016/2017,Canada,Queen's University - Excluding medical dental,Full professor,Total teaching staff,v113289254,1.46.2.1,321.0
2016/2017,Canada,Queen's University - Excluding medical dental,Full professor,Teaching staff excluded,v113289255,1.46.2.2,9.0
2016/2017,Canada,Queen's University - Excluding medical dental,Full professor,Average (dollars),v113289256,1.46.2.3,168925.0
2016/2017,Canada,Queen's University - Excluding medical dental,Full professor,Median (dollars),v113289257,1.46.2.4,164750.0
2016/2017,Canada,Queen's University - Excluding medical dental,Full professor,10th Percentile (dollars),v113289258,1.46.2.5,147850.0
2016/2017,Canada,Queen's University - Excluding medical dental,Full professor,90th Percentile (dollars),v113289259,1.46.2.6,193625.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,Total teaching staff,v113289260,1.46.3.1,48.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,Teaching staff excluded,v113289261,1.46.3.2,6.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,Average (dollars),v113289262,1.46.3.3,179800.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,Median (dollars),v113289263,1.46.3.4,171025.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,10th Percentile (dollars),v113289264,1.46.3.5,156250.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,90th Percentile (dollars),v113289265,1.46.3.6,232200.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,Total teaching staff,v113289266,1.46.4.1,276.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,Teaching staff excluded,v113289267,1.46.4.2,x
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,Average (dollars),v113289268,1.46.4.3,167025.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,Median (dollars),v113289269,1.46.4.4,163625.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,10th Percentile (dollars),v113289270,1.46.4.5,147550.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,90th Percentile (dollars),v113289271,1.46.4.6,190825.0
2016/2017,Canada,Queen's University - Excluding medical dental,Associate professor,Total teaching staff,v113289272,1.46.5.1,249.0
2016/2017,Canada,Queen's University - Excluding medical dental,Associate professor,Teaching staff excluded,v113289273,1.46.5.2,9.0
2016/2017,Canada,Queen's University - Excluding medical dental,Associate professor,Average (dollars),v113289274,1.46.5.3,146875.0
2016/2017,Canada,Queen's University - Excluding medical dental,Associate professor,Median (dollars),v113289275,1.46.5.4,142825.0
2016/2017,Canada,Queen's University - Excluding medical dental,Associate professor,10th Percentile (dollars),v113289276,1.46.5.5,125425.0
2016/2017,Canada,Queen's University - Excluding medical dental,Associate professor,90th Percentile (dollars),v113289277,1.46.5.6,169700.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,Total teaching staff,v113289278,1.46.6.1,18.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,Teaching staff excluded,v113289279,1.46.6.2,x
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,Average (dollars),v113289280,1.46.6.3,169900.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,Median (dollars),v113289281,1.46.6.4,160150.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,10th Percentile (dollars),v113289282,1.46.6.5,134300.0
2016/2017,Canada,Queen's University - Excluding medical dental,With senior administrative duties,90th Percentile (dollars),v113289283,1.46.6.6,228550.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,Total teaching staff,v113289284,1.46.7.1,231.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,Teaching staff excluded,v113289285,1.46.7.2,9.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,Average (dollars),v113289286,1.46.7.3,145075.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,Median (dollars),v113289287,1.46.7.4,142400.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,10th Percentile (dollars),v113289288,1.46.7.5,124550.0
2016/2017,Canada,Queen's University - Excluding medical dental,Without senior administrative duties,90th Percentile (dollars),v113289289,1.46.7.6,168275.0
2016/2017,Canada,Queen's University - Excluding medical dental,Assistant professor,Total teaching staff,v113289290,1.46.8.1,90.0
2016/2017,Canada,Queen's University - Excluding medical dental,Assistant professor,Average (dollars),v113289292,1.46.8.3,132125.0
2016/2017,Canada,Queen's University - Excluding medical dental,Assistant professor,Median (dollars),v113289293,1.46.8.4,123350.0
2016/2017,Canada,Queen's University - Excluding medical dental,Assistant professor,10th Percentile (dollars),v113289294,1.46.8.5,107100.0
2016/2017,Canada,Queen's University - Excluding medical dental,Assistant professor,90th Percentile (dollars),v113289295,1.46.8.6,177200.0
2016/2017,Canada,Queen's University - Excluding medical dental,Rank below assistant professor,Total teaching staff,v113289296,1.46.9.1,6.0
2016/2017,Canada,Queen's University - Excluding medical dental,Rank below assistant professor,Average (dollars),v113289298,1.46.9.3,x
2016/2017,Canada,Queen's University - Excluding medical dental,Rank below assistant professor,Median (dollars),v113289299,1.46.9.4,x
2016/2017,Canada,Queen's University - Excluding medical dental,Rank below assistant professor,10th Percentile (dollars),v113289300,1.46.9.5,x
2016/2017,Canada,Queen's University - Excluding medical dental,Rank below assistant professor,90th Percentile (dollars),v113289301,1.46.9.6,x
2016/2017,Canada,Queen's University - Excluding medical dental,All ranks combined (including deans),Total teaching staff,v113289308,1.46.11.1,675.0
2016/2017,Canada,Queen's University - Excluding medical dental,All ranks combined (including deans),Teaching staff excluded,v113289309,1.46.11.2,9.0
2016/2017,Canada,Queen's University - Excluding medical dental,All ranks combined (including deans),Average (dollars),v113289310,1.46.11.3,156475.0
2016/2017,Canada,Queen's University - Excluding medical dental,All ranks combined (including deans),Median (dollars),v113289311,1.46.11.4,154425.0
2016/2017,Canada,Queen's University - Excluding medical dental,All ranks combined (including deans),10th Percentile (dollars),v113289312,1.46.11.5,123775.0
2016/2017,Canada,Queen's University - Excluding medical dental,All ranks combined (including deans),90th Percentile (dollars),v113289313,1.46.11.6,187800.0
2016/2017,Canada,Queen's University - Excluding medical dental,Male,Total teaching staff,v113289314,1.46.12.1,423.0
2016/2017,Canada,Queen's University - Excluding medical dental,Male,Teaching staff excluded,v113289315,1.46.12.2,9.0
2016/2017,Canada,Queen's University - Excluding medical dental,Male,Average (dollars),v113289316,1.46.12.3,161300.0
2016/2017,Canada,Queen's University - Excluding medical dental,Male,Median (dollars),v113289317,1.46.12.4,159350.0
2016/2017,Canada,Queen's University - Excluding medical dental,Male,10th Percentile (dollars),v113289318,1.46.12.5,129025.0
2016/2017,Canada,Queen's University - Excluding medical dental,Male,90th Percentile (dollars),v113289319,1.46.12.6,193200.0
2016/2017,Canada,Queen's University - Excluding medical dental,Female,Total teaching staff,v113289320,1.46.13.1,252.0
2016/2017,Canada,Queen's University - Excluding medical dental,Female,Teaching staff excluded,v113289321,1.46.13.2,x
2016/2017,Canada,Queen's University - Excluding medical dental,Female,Average (dollars),v113289322,1.46.13.3,148400.0
2016/2017,Canada,Queen's University - Excluding medical dental,Female,Median (dollars),v113289323,1.46.13.4,147775.0
2016/2017,Canada,Queen's University - Excluding medical dental,Female,10th Percentile (dollars),v113289324,1.46.13.5,116650.0
2016/2017,Canada,Queen's University - Excluding medical dental,Female,90th Percentile (dollars),v113289325,1.46.13.6,175775.0
2016/2017,Canada,Ryerson University,Full professor,Total teaching staff,v113289332,1.47.2.1,258.0
2016/2017,Canada,Ryerson University,Full professor,Teaching staff excluded,v113289333,1.47.2.2,9.0
2016/2017,Canada,Ryerson University,Full professor,Average (dollars),v113289334,1.47.2.3,180625.0
2016/2017,Canada,Ryerson University,Full professor,Median (dollars),v113289335,1.47.2.4,179125.0
2016/2017,Canada,Ryerson University,Full professor,10th Percentile (dollars),v113289336,1.47.2.5,159875.0
2016/2017,Canada,Ryerson University,Full professor,90th Percentile (dollars),v113289337,1.47.2.6,202600.0
2016/2017,Canada,Ryerson University,With senior administrative duties,Total teaching staff,v113289338,1.47.3.1,33.0
2016/2017,Canada,Ryerson University,With senior administrative duties,Teaching staff excluded,v113289339,1.47.3.2,6.0
2016/2017,Canada,Ryerson University,With senior administrative duties,Average (dollars),v113289340,1.47.3.3,191225.0
2016/2017,Canada,Ryerson University,With senior administrative duties,Median (dollars),v113289341,1.47.3.4,191300.0
2016/2017,Canada,Ryerson University,With senior administrative duties,10th Percentile (dollars),v113289342,1.47.3.5,170125.0
2016/2017,Canada,Ryerson University,With senior administrative duties,90th Percentile (dollars),v113289343,1.47.3.6,212300.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,Total teaching staff,v113289344,1.47.4.1,222.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,Teaching staff excluded,v113289345,1.47.4.2,x
2016/2017,Canada,Ryerson University,Without senior administrative duties,Average (dollars),v113289346,1.47.4.3,179025.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,Median (dollars),v113289347,1.47.4.4,177400.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,10th Percentile (dollars),v113289348,1.47.4.5,159425.0
2016/2017,Canada,Ryerson University,Without senior administrative duties,90th Percentile (dollars),v113289349,1.47.4.6,199900.0
2016/2017,Canada,Ryerson University,Associate professor,Total teaching staff,v113289350,1.47.5.1,420.0
2016/2017,Canada,Ryerson University,Associate professor,Teaching staff excluded,v113289351,1.47.5.2,12.0
2016/2017,Canada,Ryerson University,Associate professor,Average (dollars),v113289352,1.47.5.3,148325.0
2016/2017,Canada,Ryerson University,Associate professor,Median (dollars),v113289353,1.47.5.4,148525.0
