Ref_Date,GEO,INS,RAN,STA,Vector,Coordinate,Value
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v114650572,1.24.4.6,139425.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Associate professor,Total teaching staff,v114650573,1.24.5.1,348.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Associate professor,Teaching staff excluded,v114650574,1.24.5.2,9.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Associate professor,Average (dollars),v114650575,1.24.5.3,112825.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Associate professor,Median (dollars),v114650576,1.24.5.4,112500.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Associate professor,10th Percentile (dollars),v114650577,1.24.5.5,104000.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Associate professor,90th Percentile (dollars),v114650578,1.24.5.6,121925.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,With senior administrative duties,Total teaching staff,v114650579,1.24.6.1,18.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,With senior administrative duties,Teaching staff excluded,v114650580,1.24.6.2,x
2016/2017,Canada,Université de Sherbrooke - Including medical dental,With senior administrative duties,Average (dollars),v114650581,1.24.6.3,120075.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,With senior administrative duties,Median (dollars),v114650582,1.24.6.4,117450.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,With senior administrative duties,10th Percentile (dollars),v114650583,1.24.6.5,109050.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,With senior administrative duties,90th Percentile (dollars),v114650584,1.24.6.6,133425.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Without senior administrative duties,Total teaching staff,v114650585,1.24.7.1,330.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Without senior administrative duties,Teaching staff excluded,v114650586,1.24.7.2,6.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Without senior administrative duties,Average (dollars),v114650587,1.24.7.3,112400.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Without senior administrative duties,Median (dollars),v114650588,1.24.7.4,112500.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Without senior administrative duties,10th Percentile (dollars),v114650589,1.24.7.5,102925.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Without senior administrative duties,90th Percentile (dollars),v114650590,1.24.7.6,121925.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Assistant professor,Total teaching staff,v114650591,1.24.8.1,324.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Assistant professor,Teaching staff excluded,v114650592,1.24.8.2,x
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Assistant professor,Average (dollars),v114650593,1.24.8.3,92500.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Assistant professor,Median (dollars),v114650594,1.24.8.4,93850.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Assistant professor,10th Percentile (dollars),v114650595,1.24.8.5,80200.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Assistant professor,90th Percentile (dollars),v114650596,1.24.8.6,99125.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Rank below assistant professor,Total teaching staff,v114650597,1.24.9.1,33.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Rank below assistant professor,Average (dollars),v114650599,1.24.9.3,70200.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Rank below assistant professor,Median (dollars),v114650600,1.24.9.4,69200.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Rank below assistant professor,10th Percentile (dollars),v114650601,1.24.9.5,63925.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Rank below assistant professor,90th Percentile (dollars),v114650602,1.24.9.6,76700.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,All ranks combined (including deans),Total teaching staff,v114650609,1.24.11.1,1131.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,All ranks combined (including deans),Teaching staff excluded,v114650610,1.24.11.2,12.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,All ranks combined (including deans),Average (dollars),v114650611,1.24.11.3,113850.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,All ranks combined (including deans),Median (dollars),v114650612,1.24.11.4,114600.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,All ranks combined (including deans),10th Percentile (dollars),v114650613,1.24.11.5,86950.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,All ranks combined (including deans),90th Percentile (dollars),v114650614,1.24.11.6,137650.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Male,Total teaching staff,v114650615,1.24.12.1,648.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Male,Teaching staff excluded,v114650616,1.24.12.2,x
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Male,Average (dollars),v114650617,1.24.12.3,118850.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Male,Median (dollars),v114650618,1.24.12.4,119925.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Male,10th Percentile (dollars),v114650619,1.24.12.5,92675.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Male,90th Percentile (dollars),v114650620,1.24.12.6,142100.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Female,Total teaching staff,v114650621,1.24.13.1,483.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Female,Teaching staff excluded,v114650622,1.24.13.2,12.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Female,Average (dollars),v114650623,1.24.13.3,107075.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Female,Median (dollars),v114650624,1.24.13.4,107325.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Female,10th Percentile (dollars),v114650625,1.24.13.5,83500.0
2016/2017,Canada,Université de Sherbrooke - Including medical dental,Female,90th Percentile (dollars),v114650626,1.24.13.6,137325.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Full professor,Total teaching staff,v114650633,1.25.2.1,273.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Full professor,Teaching staff excluded,v114650634,1.25.2.2,12.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Full professor,Average (dollars),v114650635,1.25.2.3,136000.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Full professor,Median (dollars),v114650636,1.25.2.4,137650.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Full professor,10th Percentile (dollars),v114650637,1.25.2.5,120800.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Full professor,90th Percentile (dollars),v114650638,1.25.2.6,149500.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,Total teaching staff,v114650639,1.25.3.1,48.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,Teaching staff excluded,v114650640,1.25.3.2,6.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,Average (dollars),v114650641,1.25.3.3,142600.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,Median (dollars),v114650642,1.25.3.4,145100.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,10th Percentile (dollars),v114650643,1.25.3.5,129975.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,90th Percentile (dollars),v114650644,1.25.3.6,149850.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,Total teaching staff,v114650645,1.25.4.1,225.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,Teaching staff excluded,v114650646,1.25.4.2,6.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,Average (dollars),v114650647,1.25.4.3,134600.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,Median (dollars),v114650648,1.25.4.4,137650.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,10th Percentile (dollars),v114650649,1.25.4.5,120800.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,90th Percentile (dollars),v114650650,1.25.4.6,149500.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Associate professor,Total teaching staff,v114650651,1.25.5.1,171.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Associate professor,Teaching staff excluded,v114650652,1.25.5.2,6.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Associate professor,Average (dollars),v114650653,1.25.5.3,114450.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Associate professor,Median (dollars),v114650654,1.25.5.4,114600.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Associate professor,10th Percentile (dollars),v114650655,1.25.5.5,103075.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Associate professor,90th Percentile (dollars),v114650656,1.25.5.6,121925.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,Total teaching staff,v114650657,1.25.6.1,12.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,Teaching staff excluded,v114650658,1.25.6.2,x
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,Average (dollars),v114650659,1.25.6.3,120050.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,Median (dollars),v114650660,1.25.6.4,117450.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,10th Percentile (dollars),v114650661,1.25.6.5,106650.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,With senior administrative duties,90th Percentile (dollars),v114650662,1.25.6.6,136500.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,Total teaching staff,v114650663,1.25.7.1,159.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,Teaching staff excluded,v114650664,1.25.7.2,x
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,Average (dollars),v114650665,1.25.7.3,114025.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,Median (dollars),v114650666,1.25.7.4,113900.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,10th Percentile (dollars),v114650667,1.25.7.5,102925.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Without senior administrative duties,90th Percentile (dollars),v114650668,1.25.7.6,121925.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Assistant professor,Total teaching staff,v114650669,1.25.8.1,75.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Assistant professor,Average (dollars),v114650671,1.25.8.3,96950.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Assistant professor,Median (dollars),v114650672,1.25.8.4,97600.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Assistant professor,10th Percentile (dollars),v114650673,1.25.8.5,87450.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Assistant professor,90th Percentile (dollars),v114650674,1.25.8.6,106250.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Rank below assistant professor,Total teaching staff,v114650675,1.25.9.1,9.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Rank below assistant professor,Average (dollars),v114650677,1.25.9.3,76625.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Rank below assistant professor,Median (dollars),v114650678,1.25.9.4,76100.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Rank below assistant professor,10th Percentile (dollars),v114650679,1.25.9.5,73075.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Rank below assistant professor,90th Percentile (dollars),v114650680,1.25.9.6,84325.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,All ranks combined (including deans),Total teaching staff,v114650687,1.25.11.1,534.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,All ranks combined (including deans),Teaching staff excluded,v114650688,1.25.11.2,9.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,All ranks combined (including deans),Average (dollars),v114650689,1.25.11.3,122750.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,All ranks combined (including deans),Median (dollars),v114650690,1.25.11.4,121925.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,All ranks combined (including deans),10th Percentile (dollars),v114650691,1.25.11.5,97600.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,All ranks combined (including deans),90th Percentile (dollars),v114650692,1.25.11.6,146150.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Male,Total teaching staff,v114650693,1.25.12.1,354.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Male,Teaching staff excluded,v114650694,1.25.12.2,x
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Male,Average (dollars),v114650695,1.25.12.3,125125.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Male,Median (dollars),v114650696,1.25.12.4,129800.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Male,10th Percentile (dollars),v114650697,1.25.12.5,99525.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Male,90th Percentile (dollars),v114650698,1.25.12.6,149150.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Female,Total teaching staff,v114650699,1.25.13.1,183.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Female,Teaching staff excluded,v114650700,1.25.13.2,9.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Female,Average (dollars),v114650701,1.25.13.3,118150.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Female,Median (dollars),v114650702,1.25.13.4,118075.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Female,10th Percentile (dollars),v114650703,1.25.13.5,94425.0
2016/2017,Canada,Université de Sherbrooke - Excluding medical dental,Female,90th Percentile (dollars),v114650704,1.25.13.6,137650.0
2016/2017,Canada,Concordia University,Full professor,Total teaching staff,v113287850,1.26.2.1,357.0
2016/2017,Canada,Concordia University,Full professor,Teaching staff excluded,v113287851,1.26.2.2,6.0
2016/2017,Canada,Concordia University,Full professor,Average (dollars),v113287852,1.26.2.3,134600.0
2016/2017,Canada,Concordia University,Full professor,Median (dollars),v113287853,1.26.2.4,132950.0
2016/2017,Canada,Concordia University,Full professor,10th Percentile (dollars),v113287854,1.26.2.5,110875.0
2016/2017,Canada,Concordia University,Full professor,90th Percentile (dollars),v113287855,1.26.2.6,155025.0
2016/2017,Canada,Concordia University,With senior administrative duties,Total teaching staff,v113287856,1.26.3.1,51.0
2016/2017,Canada,Concordia University,With senior administrative duties,Teaching staff excluded,v113287857,1.26.3.2,6.0
2016/2017,Canada,Concordia University,With senior administrative duties,Average (dollars),v113287858,1.26.3.3,147950.0
2016/2017,Canada,Concordia University,With senior administrative duties,Median (dollars),v113287859,1.26.3.4,145750.0
2016/2017,Canada,Concordia University,With senior administrative duties,10th Percentile (dollars),v113287860,1.26.3.5,126325.0
2016/2017,Canada,Concordia University,With senior administrative duties,90th Percentile (dollars),v113287861,1.26.3.6,166200.0
2016/2017,Canada,Concordia University,Without senior administrative duties,Total teaching staff,v113287862,1.26.4.1,309.0
2016/2017,Canada,Concordia University,Without senior administrative duties,Teaching staff excluded,v113287863,1.26.4.2,x
2016/2017,Canada,Concordia University,Without senior administrative duties,Average (dollars),v113287864,1.26.4.3,132500.0
2016/2017,Canada,Concordia University,Without senior administrative duties,Median (dollars),v113287865,1.26.4.4,130750.0
2016/2017,Canada,Concordia University,Without senior administrative duties,10th Percentile (dollars),v113287866,1.26.4.5,110675.0
2016/2017,Canada,Concordia University,Without senior administrative duties,90th Percentile (dollars),v113287867,1.26.4.6,152825.0
2016/2017,Canada,Concordia University,Associate professor,Total teaching staff,v113287868,1.26.5.1,348.0
2016/2017,Canada,Concordia University,Associate professor,Teaching staff excluded,v113287869,1.26.5.2,x
2016/2017,Canada,Concordia University,Associate professor,Average (dollars),v113287870,1.26.5.3,106125.0
2016/2017,Canada,Concordia University,Associate professor,Median (dollars),v113287871,1.26.5.4,104050.0
2016/2017,Canada,Concordia University,Associate professor,10th Percentile (dollars),v113287872,1.26.5.5,93000.0
2016/2017,Canada,Concordia University,Associate professor,90th Percentile (dollars),v113287873,1.26.5.6,128325.0
2016/2017,Canada,Concordia University,With senior administrative duties,Total teaching staff,v113287874,1.26.6.1,33.0
2016/2017,Canada,Concordia University,With senior administrative duties,Average (dollars),v113287876,1.26.6.3,120825.0
2016/2017,Canada,Concordia University,With senior administrative duties,Median (dollars),v113287877,1.26.6.4,117800.0
2016/2017,Canada,Concordia University,With senior administrative duties,10th Percentile (dollars),v113287878,1.26.6.5,106600.0
2016/2017,Canada,Concordia University,With senior administrative duties,90th Percentile (dollars),v113287879,1.26.6.6,138725.0
2016/2017,Canada,Concordia University,Without senior administrative duties,Total teaching staff,v113287880,1.26.7.1,315.0
2016/2017,Canada,Concordia University,Without senior administrative duties,Teaching staff excluded,v113287881,1.26.7.2,x
2016/2017,Canada,Concordia University,Without senior administrative duties,Average (dollars),v113287882,1.26.7.3,104575.0
2016/2017,Canada,Concordia University,Without senior administrative duties,Median (dollars),v113287883,1.26.7.4,101825.0
2016/2017,Canada,Concordia University,Without senior administrative duties,10th Percentile (dollars),v113287884,1.26.7.5,90800.0
2016/2017,Canada,Concordia University,Without senior administrative duties,90th Percentile (dollars),v113287885,1.26.7.6,123925.0
2016/2017,Canada,Concordia University,Assistant professor,Total teaching staff,v113287886,1.26.8.1,177.0
2016/2017,Canada,Concordia University,Assistant professor,Average (dollars),v113287888,1.26.8.3,77125.0
2016/2017,Canada,Concordia University,Assistant professor,Median (dollars),v113287889,1.26.8.4,81750.0
2016/2017,Canada,Concordia University,Assistant professor,10th Percentile (dollars),v113287890,1.26.8.5,61550.0
2016/2017,Canada,Concordia University,Assistant professor,90th Percentile (dollars),v113287891,1.26.8.6,90575.0
2016/2017,Canada,Concordia University,Rank below assistant professor,Total teaching staff,v113287892,1.26.9.1,66.0
2016/2017,Canada,Concordia University,Rank below assistant professor,Average (dollars),v113287894,1.26.9.3,77975.0
2016/2017,Canada,Concordia University,Rank below assistant professor,Median (dollars),v113287895,1.26.9.4,71850.0
2016/2017,Canada,Concordia University,Rank below assistant professor,10th Percentile (dollars),v113287896,1.26.9.5,59375.0
2016/2017,Canada,Concordia University,Rank below assistant professor,90th Percentile (dollars),v113287897,1.26.9.6,115125.0
2016/2017,Canada,Concordia University,Other teaching staff,Total teaching staff,v113287898,1.26.10.1,x
2016/2017,Canada,Concordia University,Other teaching staff,Average (dollars),v113287900,1.26.10.3,x
2016/2017,Canada,Concordia University,Other teaching staff,Median (dollars),v113287901,1.26.10.4,x
2016/2017,Canada,Concordia University,Other teaching staff,10th Percentile (dollars),v113287902,1.26.10.5,x
2016/2017,Canada,Concordia University,Other teaching staff,90th Percentile (dollars),v113287903,1.26.10.6,x
2016/2017,Canada,Concordia University,All ranks combined (including deans),Total teaching staff,v113287904,1.26.11.1,960.0
2016/2017,Canada,Concordia University,All ranks combined (including deans),Teaching staff excluded,v113287905,1.26.11.2,x
2016/2017,Canada,Concordia University,All ranks combined (including deans),Average (dollars),v113287906,1.26.11.3,109925.0
2016/2017,Canada,Concordia University,All ranks combined (including deans),Median (dollars),v113287907,1.26.11.4,108450.0
2016/2017,Canada,Concordia University,All ranks combined (including deans),10th Percentile (dollars),v113287908,1.26.11.5,69650.0
2016/2017,Canada,Concordia University,All ranks combined (including deans),90th Percentile (dollars),v113287909,1.26.11.6,152825.0
2016/2017,Canada,Concordia University,Male,Total teaching staff,v113287910,1.26.12.1,606.0
2016/2017,Canada,Concordia University,Male,Teaching staff excluded,v113287911,1.26.12.2,x
2016/2017,Canada,Concordia University,Male,Average (dollars),v113287912,1.26.12.3,113950.0
2016/2017,Canada,Concordia University,Male,Median (dollars),v113287913,1.26.12.4,110875.0
2016/2017,Canada,Concordia University,Male,10th Percentile (dollars),v113287914,1.26.12.5,79550.0
2016/2017,Canada,Concordia University,Male,90th Percentile (dollars),v113287915,1.26.12.6,152825.0
2016/2017,Canada,Concordia University,Female,Total teaching staff,v113287916,1.26.13.1,354.0
2016/2017,Canada,Concordia University,Female,Average (dollars),v113287918,1.26.13.3,103000.0
2016/2017,Canada,Concordia University,Female,Median (dollars),v113287919,1.26.13.4,104050.0
2016/2017,Canada,Concordia University,Female,10th Percentile (dollars),v113287920,1.26.13.5,63375.0
2016/2017,Canada,Concordia University,Female,90th Percentile (dollars),v113287921,1.26.13.6,133525.0
2016/2017,Canada,Université du Québec à Chicoutimi,Full professor,Total teaching staff,v113287928,1.27.2.1,69.0
2016/2017,Canada,Université du Québec à Chicoutimi,Full professor,Teaching staff excluded,v113287929,1.27.2.2,x
2016/2017,Canada,Université du Québec à Chicoutimi,Full professor,Average (dollars),v113287930,1.27.2.3,139875.0
2016/2017,Canada,Université du Québec à Chicoutimi,Full professor,Median (dollars),v113287931,1.27.2.4,141000.0
2016/2017,Canada,Université du Québec à Chicoutimi,Full professor,10th Percentile (dollars),v113287932,1.27.2.5,125650.0
2016/2017,Canada,Université du Québec à Chicoutimi,Full professor,90th Percentile (dollars),v113287933,1.27.2.6,150550.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,Total teaching staff,v113287934,1.27.3.1,30.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,Teaching staff excluded,v113287935,1.27.3.2,x
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,Average (dollars),v113287936,1.27.3.3,145650.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,Median (dollars),v113287937,1.27.3.4,141850.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,10th Percentile (dollars),v113287938,1.27.3.5,130850.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,90th Percentile (dollars),v113287939,1.27.3.6,172200.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,Total teaching staff,v113287940,1.27.4.1,39.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,Average (dollars),v113287942,1.27.4.3,135775.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,Median (dollars),v113287943,1.27.4.4,139900.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,10th Percentile (dollars),v113287944,1.27.4.5,121525.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,90th Percentile (dollars),v113287945,1.27.4.6,141300.0
2016/2017,Canada,Université du Québec à Chicoutimi,Associate professor,Total teaching staff,v113287946,1.27.5.1,108.0
2016/2017,Canada,Université du Québec à Chicoutimi,Associate professor,Teaching staff excluded,v113287947,1.27.5.2,x
2016/2017,Canada,Université du Québec à Chicoutimi,Associate professor,Average (dollars),v113287948,1.27.5.3,113300.0
2016/2017,Canada,Université du Québec à Chicoutimi,Associate professor,Median (dollars),v113287949,1.27.5.4,112200.0
2016/2017,Canada,Université du Québec à Chicoutimi,Associate professor,10th Percentile (dollars),v113287950,1.27.5.5,99250.0
2016/2017,Canada,Université du Québec à Chicoutimi,Associate professor,90th Percentile (dollars),v113287951,1.27.5.6,127250.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,Total teaching staff,v113287952,1.27.6.1,36.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,Average (dollars),v113287954,1.27.6.3,119450.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,Median (dollars),v113287955,1.27.6.4,120000.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,10th Percentile (dollars),v113287956,1.27.6.5,104950.0
2016/2017,Canada,Université du Québec à Chicoutimi,With senior administrative duties,90th Percentile (dollars),v113287957,1.27.6.6,131750.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,Total teaching staff,v113287958,1.27.7.1,72.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,Teaching staff excluded,v113287959,1.27.7.2,x
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,Average (dollars),v113287960,1.27.7.3,110225.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,Median (dollars),v113287961,1.27.7.4,110175.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,10th Percentile (dollars),v113287962,1.27.7.5,94975.0
2016/2017,Canada,Université du Québec à Chicoutimi,Without senior administrative duties,90th Percentile (dollars),v113287963,1.27.7.6,126875.0
2016/2017,Canada,Université du Québec à Chicoutimi,Assistant professor,Total teaching staff,v113287964,1.27.8.1,39.0
2016/2017,Canada,Université du Québec à Chicoutimi,Assistant professor,Teaching staff excluded,v113287965,1.27.8.2,6.0
2016/2017,Canada,Université du Québec à Chicoutimi,Assistant professor,Average (dollars),v113287966,1.27.8.3,84750.0
2016/2017,Canada,Université du Québec à Chicoutimi,Assistant professor,Median (dollars),v113287967,1.27.8.4,86400.0
2016/2017,Canada,Université du Québec à Chicoutimi,Assistant professor,10th Percentile (dollars),v113287968,1.27.8.5,75600.0
2016/2017,Canada,Université du Québec à Chicoutimi,Assistant professor,90th Percentile (dollars),v113287969,1.27.8.6,90500.0
2016/2017,Canada,Université du Québec à Chicoutimi,Rank below assistant professor,Total teaching staff,v113287970,1.27.9.1,18.0
2016/2017,Canada,Université du Québec à Chicoutimi,Rank below assistant professor,Average (dollars),v113287972,1.27.9.3,82425.0
2016/2017,Canada,Université du Québec à Chicoutimi,Rank below assistant professor,Median (dollars),v113287973,1.27.9.4,79125.0
2016/2017,Canada,Université du Québec à Chicoutimi,Rank below assistant professor,10th Percentile (dollars),v113287974,1.27.9.5,56000.0
2016/2017,Canada,Université du Québec à Chicoutimi,Rank below assistant professor,90th Percentile (dollars),v113287975,1.27.9.6,103950.0
2016/2017,Canada,Université du Québec à Chicoutimi,All ranks combined (including deans),Total teaching staff,v113287982,1.27.11.1,237.0
2016/2017,Canada,Université du Québec à Chicoutimi,All ranks combined (including deans),Teaching staff excluded,v113287983,1.27.11.2,6.0
2016/2017,Canada,Université du Québec à Chicoutimi,All ranks combined (including deans),Average (dollars),v113287984,1.27.11.3,114750.0
2016/2017,Canada,Université du Québec à Chicoutimi,All ranks combined (including deans),Median (dollars),v113287985,1.27.11.4,115200.0
2016/2017,Canada,Université du Québec à Chicoutimi,All ranks combined (including deans),10th Percentile (dollars),v113287986,1.27.11.5,82650.0
2016/2017,Canada,Université du Québec à Chicoutimi,All ranks combined (including deans),90th Percentile (dollars),v113287987,1.27.11.6,141300.0
2016/2017,Canada,Université du Québec à Chicoutimi,Male,Total teaching staff,v113287988,1.27.12.1,144.0
2016/2017,Canada,Université du Québec à Chicoutimi,Male,Teaching staff excluded,v113287989,1.27.12.2,6.0
2016/2017,Canada,Université du Québec à Chicoutimi,Male,Average (dollars),v113287990,1.27.12.3,118125.0
2016/2017,Canada,Université du Québec à Chicoutimi,Male,Median (dollars),v113287991,1.27.12.4,120875.0
2016/2017,Canada,Université du Québec à Chicoutimi,Male,10th Percentile (dollars),v113287992,1.27.12.5,80125.0
2016/2017,Canada,Université du Québec à Chicoutimi,Male,90th Percentile (dollars),v113287993,1.27.12.6,143800.0
2016/2017,Canada,Université du Québec à Chicoutimi,Female,Total teaching staff,v113287994,1.27.13.1,96.0
2016/2017,Canada,Université du Québec à Chicoutimi,Female,Teaching staff excluded,v113287995,1.27.13.2,x
2016/2017,Canada,Université du Québec à Chicoutimi,Female,Average (dollars),v113287996,1.27.13.3,109700.0
